Número da conta: 326
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Depósito      | 1184   | 7747
Saque         | 1047   | 6700
Depósito      | 1146   | 7846
Pagamento     | 410    | 7436
Pagamento     | 252    | 7184
Saque         | 1121   | 6063
Depósito      | 308    | 6371
Depósito      | 840    | 7211
Pagamento     | 987    | 6224
Depósito      | 664    | 6888
Depósito      | 457    | 7345
Depósito      | 515    | 7860
Depósito      | 377    | 8237
Pagamento     | 1170   | 7067
Depósito      | 680    | 7747
Depósito      | 721    | 8468
Depósito      | 649    | 9117
Saque         | 999    | 8118
Saque         | 340    | 7778
Depósito      | 376    | 8154
Depósito      | 554    | 8708
Pagamento     | 555    | 8153
Depósito      | 387    | 8540
Saque         | 657    | 7883
Depósito      | 651    | 8534
Depósito      | 204    | 8738
Pagamento     | 621    | 8117
Saque         | 846    | 7271
Pagamento     | 878    | 6393
Depósito      | 1052   | 7445
Depósito      | 544    | 7989
Depósito      | 528    | 8517
Depósito      | 1156   | 9673
Saque         | 480    | 9193
Depósito      | 647    | 9840
Depósito      | 377    | 10217
Depósito      | 631    | 10848
Depósito      | 643    | 11491
Pagamento     | 832    | 10659
Pagamento     | 700    | 9959
Saque         | 518    | 9441
Depósito      | 790    | 10231
Depósito      | 522    | 10753
Depósito      | 611    | 11364
Saque         | 402    | 10962
Depósito      | 414    | 11376
----------------------------------------
Saldo Atual: 11376
