Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Depósito      | 570    | -87748
Saque         | 999    | -88747
Saque         | 471    | -89218
Saque         | 394    | -89612
Pagamento     | 381    | -89993
Saque         | 618    | -90611
Depósito      | 432    | -90179
Pagamento     | 536    | -90715
Depósito      | 316    | -90399
Saque         | 402    | -90801
Saque         | 668    | -91469
Depósito      | 733    | -90736
Pagamento     | 513    | -91249
Pagamento     | 896    | -92145
Depósito      | 416    | -91729
Depósito      | 563    | -91166
Pagamento     | 631    | -91797
Saque         | 794    | -92591
Saque         | 704    | -93295
Depósito      | 965    | -92330
Pagamento     | 1007   | -93337
Pagamento     | 805    | -94142
Pagamento     | 902    | -95044
Pagamento     | 572    | -95616
Depósito      | 487    | -95129
Saque         | 347    | -95476
Saque         | 503    | -95979
Saque         | 433    | -96412
Depósito      | 429    | -95983
Pagamento     | 719    | -96702
Depósito      | 764    | -95938
Pagamento     | 350    | -96288
Pagamento     | 662    | -96950
Pagamento     | 467    | -97417
Saque         | 1000   | -98417
Depósito      | 495    | -97922
Depósito      | 466    | -97456
Pagamento     | 471    | -97927
Pagamento     | 95     | -98022
Saque         | 481    | -98503
Depósito      | 545    | -97958
Depósito      | 913    | -97045
Pagamento     | 233    | -97278
Pagamento     | 487    | -97765
Saque         | 452    | -98217
Pagamento     | 174    | -98391
Saque         | 31     | -98422
Depósito      | 444    | -97978
Saque         | 274    | -98252
Pagamento     | 963    | -99215
Depósito      | 497    | -98718
Pagamento     | 1079   | -99797
Pagamento     | 735    | -100532
Saque         | 830    | -101362
Depósito      | 626    | -100736
Pagamento     | 738    | -101474
Depósito      | 981    | -100493
Pagamento     | 653    | -101146
Saque         | 643    | -101789
Pagamento     | 695    | -102484
Depósito      | 740    | -101744
Depósito      | 569    | -101175
Saque         | 991    | -102166
Pagamento     | 604    | -102770
Pagamento     | 491    | -103261
Saque         | 45     | -103306
Depósito      | 551    | -102755
Depósito      | 459    | -102296
Saque         | 662    | -102958
Depósito      | 279    | -102679
Saque         | 788    | -103467
Pagamento     | 652    | -104119
Pagamento     | 346    | -104465
Depósito      | 870    | -103595
Pagamento     | 447    | -104042
Saque         | 839    | -104881
Saque         | 318    | -105199
Depósito      | 655    | -104544
Saque         | 94     | -104638
Depósito      | 245    | -104393
Depósito      | 695    | -103698
Saque         | 733    | -104431
Saque         | 1003   | -105434
Depósito      | 964    | -104470
Saque         | 420    | -104890
Saque         | 1057   | -105947
Depósito      | 511    | -105436
Saque         | 261    | -105697
Depósito      | 912    | -104785
Depósito      | 1043   | -103742
Saque         | 738    | -104480
Pagamento     | 350    | -104830
Depósito      | 42     | -104788
Pagamento     | 183    | -104971
Pagamento     | 738    | -105709
Pagamento     | 612    | -106321
Depósito      | 419    | -105902
Depósito      | 829    | -105073
Saque         | 363    | -105436
Saque         | 721    | -106157
Depósito      | 721    | -105436
Depósito      | 106    | -105330
Depósito      | 1339   | -103991
Depósito      | 545    | -103446
Pagamento     | 241    | -103687
Depósito      | 682    | -103005
Pagamento     | 716    | -103721
Saque         | 1175   | -104896
Depósito      | 481    | -104415
Saque         | 664    | -105079
Depósito      | 987    | -104092
Saque         | 352    | -104444
Pagamento     | 1168   | -105612
Depósito      | 459    | -105153
Saque         | 726    | -105879
Saque         | 876    | -106755
Depósito      | 996    | -105759
Pagamento     | 569    | -106328
Saque         | 752    | -107080
Depósito      | 715    | -106365
Pagamento     | 287    | -106652
Pagamento     | 803    | -107455
Depósito      | 774    | -106681
Depósito      | 315    | -106366
Saque         | 274    | -106640
Pagamento     | 844    | -107484
Saque         | 911    | -108395
Depósito      | 723    | -107672
Depósito      | 291    | -107381
Saque         | 791    | -108172
Depósito      | 156    | -108016
Saque         | 776    | -108792
Depósito      | 915    | -107877
Saque         | 767    | -108644
Saque         | 1115   | -109759
Pagamento     | 367    | -110126
Saque         | 401    | -110527
Saque         | 927    | -111454
Saque         | 813    | -112267
Pagamento     | 1286   | -113553
Depósito      | 1000   | -112553
Pagamento     | 465    | -113018
Depósito      | 222    | -112796
Depósito      | 465    | -112331
Depósito      | 564    | -111767
Pagamento     | 598    | -112365
Saque         | 456    | -112821
Saque         | 300    | -113121
Depósito      | 680    | -112441
Saque         | 492    | -112933
Saque         | 280    | -113213
Saque         | 847    | -114060
Depósito      | 917    | -113143
Saque         | 681    | -113824
Depósito      | 847    | -112977
Saque         | 275    | -113252
Depósito      | 763    | -112489
Depósito      | 428    | -112061
Saque         | 644    | -112705
Depósito      | 825    | -111880
Depósito      | 660    | -111220
Saque         | 884    | -112104
Pagamento     | 730    | -112834
Pagamento     | 698    | -113532
Saque         | 548    | -114080
Depósito      | 936    | -113144
Saque         | 756    | -113900
Pagamento     | 709    | -114609
Depósito      | 948    | -113661
Saque         | 895    | -114556
Saque         | 458    | -115014
Saque         | 832    | -115846
Saque         | 1013   | -116859
Depósito      | 536    | -116323
Saque         | 507    | -116830
Depósito      | 536    | -116294
Depósito      | 573    | -115721
Saque         | 629    | -116350
Saque         | 362    | -116712
Saque         | 734    | -117446
Pagamento     | 721    | -118167
Saque         | 1108   | -119275
Pagamento     | 969    | -120244
Depósito      | 563    | -119681
Pagamento     | 200    | -119881
Pagamento     | 507    | -120388
Saque         | 787    | -121175
Depósito      | 758    | -120417
Depósito      | 678    | -119739
Pagamento     | 1350   | -121089
Saque         | 739    | -121828
Depósito      | 572    | -121256
Saque         | 531    | -121787
Pagamento     | 789    | -122576
Saque         | 277    | -122853
Depósito      | 800    | -122053
Depósito      | 841    | -121212
Depósito      | 1091   | -120121
Pagamento     | 556    | -120677
Depósito      | 279    | -120398
Depósito      | 1168   | -119230
Depósito      | 434    | -118796
Saque         | 477    | -119273
Saque         | 396    | -119669
Saque         | 830    | -120499
Pagamento     | 1083   | -121582
Depósito      | 291    | -121291
Pagamento     | 31     | -121322
Depósito      | 874    | -120448
Depósito      | 837    | -119611
Pagamento     | 390    | -120001
Pagamento     | 522    | -120523
Saque         | 1282   | -121805
Saque         | 480    | -122285
Depósito      | 369    | -121916
Depósito      | 597    | -121319
Saque         | 437    | -121756
Saque         | 409    | -122165
Depósito      | 807    | -121358
Saque         | 378    | -121736
Pagamento     | 523    | -122259
Saque         | 619    | -122878
Depósito      | 798    | -122080
Depósito      | 687    | -121393
Depósito      | 845    | -120548
Pagamento     | 1129   | -121677
Pagamento     | 328    | -122005
Pagamento     | 894    | -122899
Saque         | 1002   | -123901
Depósito      | 490    | -123411
Depósito      | 71     | -123340
Saque         | 580    | -123920
Saque         | 216    | -124136
Pagamento     | 357    | -124493
Saque         | 395    | -124888
Depósito      | 267    | -124621
Saque         | 863    | -125484
Depósito      | 1016   | -124468
Pagamento     | 379    | -124847
Depósito      | 461    | -124386
Pagamento     | 396    | -124782
Depósito      | 1135   | -123647
Pagamento     | 916    | -124563
Depósito      | 340    | -124223
Pagamento     | 949    | -125172
Saque         | 818    | -125990
Pagamento     | 156    | -126146
Saque         | 489    | -126635
Saque         | 376    | -127011
Pagamento     | 821    | -127832
Saque         | 410    | -128242
Saque         | 607    | -128849
Pagamento     | 1051   | -129900
Depósito      | 508    | -129392
Depósito      | 16     | -129376
Depósito      | 413    | -128963
Pagamento     | 619    | -129582
Saque         | 515    | -130097
Depósito      | 343    | -129754
Saque         | 185    | -129939
Pagamento     | 516    | -130455
Saque         | 605    | -131060
Saque         | 676    | -131736
Saque         | 712    | -132448
Saque         | 382    | -132830
Saque         | 541    | -133371
Depósito      | 775    | -132596
Pagamento     | 893    | -133489
Pagamento     | 774    | -134263
Pagamento     | 427    | -134690
Depósito      | 640    | -134050
Saque         | 668    | -134718
Pagamento     | 498    | -135216
Pagamento     | 641    | -135857
Pagamento     | 742    | -136599
Pagamento     | 871    | -137470
Pagamento     | 660    | -138130
Pagamento     | 608    | -138738
Saque         | 939    | -139677
Depósito      | 863    | -138814
Saque         | 208    | -139022
Saque         | 424    | -139446
Depósito      | 818    | -138628
Depósito      | 585    | -138043
Depósito      | 603    | -137440
Saque         | 692    | -138132
Depósito      | 739    | -137393
Depósito      | 1125   | -136268
Depósito      | 706    | -135562
Saque         | 734    | -136296
Saque         | 112    | -136408
Depósito      | 977    | -135431
Depósito      | 261    | -135170
Depósito      | 439    | -134731
Saque         | 770    | -135501
Depósito      | 746    | -134755
Pagamento     | 546    | -135301
Depósito      | 623    | -134678
Depósito      | 750    | -133928
Saque         | 959    | -134887
Pagamento     | 681    | -135568
Pagamento     | 905    | -136473
Depósito      | 752    | -135721
Depósito      | 687    | -135034
Depósito      | 484    | -134550
Saque         | 1084   | -135634
Saque         | 485    | -136119
Depósito      | 1079   | -135040
Pagamento     | 265    | -135305
Pagamento     | 808    | -136113
Pagamento     | 829    | -136942
Depósito      | 361    | -136581
Pagamento     | 789    | -137370
Depósito      | 469    | -136901
Pagamento     | 767    | -137668
Depósito      | 587    | -137081
Depósito      | 617    | -136464
Depósito      | 521    | -135943
Depósito      | 1125   | -134818
Depósito      | 732    | -134086
Saque         | 560    | -134646
Depósito      | 116    | -134530
Depósito      | 727    | -133803
Depósito      | 272    | -133531
Depósito      | 1117   | -132414
Saque         | 609    | -133023
Depósito      | 830    | -132193
Depósito      | 977    | -131216
Pagamento     | 603    | -131819
Depósito      | 663    | -131156
Depósito      | 311    | -130845
Depósito      | 673    | -130172
Depósito      | 567    | -129605
Saque         | 529    | -130134
Depósito      | 854    | -129280
Pagamento     | 1453   | -130733
Pagamento     | 547    | -131280
Pagamento     | 615    | -131895
Saque         | 489    | -132384
Saque         | 650    | -133034
Depósito      | 756    | -132278
Pagamento     | 492    | -132770
Saque         | 455    | -133225
Depósito      | 721    | -132504
Depósito      | 699    | -131805
Depósito      | 556    | -131249
Saque         | 782    | -132031
Pagamento     | 302    | -132333
Depósito      | 881    | -131452
Saque         | 1054   | -132506
Pagamento     | 141    | -132647
Pagamento     | 568    | -133215
Saque         | 323    | -133538
Saque         | 643    | -134181
Depósito      | 515    | -133666
Pagamento     | 1002   | -134668
Saque         | 552    | -135220
Depósito      | 879    | -134341
Depósito      | 874    | -133467
Depósito      | 567    | -132900
Depósito      | 793    | -132107
Pagamento     | 1005   | -133112
Pagamento     | 847    | -133959
Pagamento     | 722    | -134681
Pagamento     | 914    | -135595
Saque         | 260    | -135855
Pagamento     | 726    | -136581
Pagamento     | 786    | -137367
Depósito      | 708    | -136659
Saque         | 850    | -137509
Depósito      | 846    | -136663
Depósito      | 808    | -135855
Depósito      | 677    | -135178
Depósito      | 799    | -134379
Pagamento     | 317    | -134696
Depósito      | 995    | -133701
Saque         | 558    | -134259
Pagamento     | 661    | -134920
Depósito      | 814    | -134106
Saque         | 822    | -134928
Depósito      | 422    | -134506
Saque         | 574    | -135080
Pagamento     | 726    | -135806
Saque         | 566    | -136372
Depósito      | 390    | -135982
Pagamento     | 523    | -136505
Pagamento     | 582    | -137087
Depósito      | 716    | -136371
Saque         | 667    | -137038
Depósito      | 423    | -136615
Saque         | 360    | -136975
Saque         | 638    | -137613
Depósito      | 919    | -136694
Pagamento     | 222    | -136916
Depósito      | 449    | -136467
Depósito      | 530    | -135937
Depósito      | 588    | -135349
Saque         | 535    | -135884
Saque         | 521    | -136405
Pagamento     | 434    | -136839
Depósito      | 680    | -136159
Depósito      | 265    | -135894
Saque         | 621    | -136515
Depósito      | 715    | -135800
Depósito      | 654    | -135146
Depósito      | 674    | -134472
Depósito      | 630    | -133842
Depósito      | 344    | -133498
Saque         | 1116   | -134614
Depósito      | 1107   | -133507
Depósito      | 966    | -132541
Saque         | 492    | -133033
Depósito      | 813    | -132220
Saque         | 758    | -132978
Depósito      | 914    | -132064
Saque         | 455    | -132519
Depósito      | 246    | -132273
Depósito      | 721    | -131552
Pagamento     | 575    | -132127
Saque         | 543    | -132670
Saque         | 642    | -133312
Depósito      | 688    | -132624
Saque         | 912    | -133536
Pagamento     | 442    | -133978
Depósito      | 660    | -133318
Depósito      | 674    | -132644
Depósito      | 381    | -132263
Depósito      | 790    | -131473
Depósito      | 483    | -130990
Pagamento     | 553    | -131543
Pagamento     | 375    | -131918
Depósito      | 465    | -131453
Saque         | 786    | -132239
Depósito      | 490    | -131749
Depósito      | 571    | -131178
Saque         | 1131   | -132309
Depósito      | 439    | -131870
Saque         | 902    | -132772
Saque         | 790    | -133562
Depósito      | 254    | -133308
Saque         | 670    | -133978
Pagamento     | 860    | -134838
Pagamento     | 655    | -135493
Depósito      | 1070   | -134423
Saque         | 359    | -134782
Depósito      | 281    | -134501
Depósito      | 836    | -133665
Pagamento     | 798    | -134463
Pagamento     | 414    | -134877
Depósito      | 888    | -133989
Pagamento     | 279    | -134268
Saque         | 624    | -134892
Depósito      | 551    | -134341
Saque         | 215    | -134556
Depósito      | 826    | -133730
Pagamento     | 760    | -134490
Saque         | 1098   | -135588
Depósito      | 813    | -134775
Depósito      | 735    | -134040
Pagamento     | 865    | -134905
Depósito      | 880    | -134025
Depósito      | 945    | -133080
Depósito      | 607    | -132473
Saque         | 453    | -132926
Pagamento     | 504    | -133430
Pagamento     | 1069   | -134499
Saque         | 587    | -135086
Depósito      | 633    | -134453
Depósito      | 263    | -134190
Depósito      | 576    | -133614
Depósito      | 858    | -132756
Depósito      | 639    | -132117
Saque         | 585    | -132702
Pagamento     | 612    | -133314
Saque         | 732    | -134046
Depósito      | 597    | -133449
Saque         | 920    | -134369
Saque         | 649    | -135018
Depósito      | 490    | -134528
Saque         | 858    | -135386
Depósito      | 842    | -134544
Pagamento     | 548    | -135092
Depósito      | 635    | -134457
Pagamento     | 631    | -135088
Saque         | 344    | -135432
Depósito      | 297    | -135135
Saque         | 402    | -135537
Depósito      | 863    | -134674
Pagamento     | 512    | -135186
Depósito      | 901    | -134285
Pagamento     | 724    | -135009
Depósito      | 852    | -134157
Saque         | 558    | -134715
Saque         | 490    | -135205
Depósito      | 77     | -135128
Saque         | 930    | -136058
Pagamento     | 302    | -136360
Depósito      | 444    | -135916
Depósito      | 753    | -135163
Pagamento     | 1241   | -136404
Depósito      | 851    | -135553
Pagamento     | 1161   | -136714
Saque         | 683    | -137397
Saque         | 508    | -137905
Saque         | 970    | -138875
Depósito      | 626    | -138249
Depósito      | 800    | -137449
Pagamento     | 190    | -137639
Pagamento     | 1085   | -138724
Depósito      | 631    | -138093
Depósito      | 1026   | -137067
Pagamento     | 812    | -137879
Depósito      | 884    | -136995
Depósito      | 161    | -136834
Depósito      | 848    | -135986
Depósito      | 792    | -135194
Saque         | 636    | -135830
Depósito      | 431    | -135399
Depósito      | 400    | -134999
Saque         | 852    | -135851
Saque         | 896    | -136747
Pagamento     | 542    | -137289
Saque         | 632    | -137921
Saque         | 392    | -138313
Depósito      | 235    | -138078
Saque         | 539    | -138617
Pagamento     | 849    | -139466
Pagamento     | 347    | -139813
Depósito      | 699    | -139114
Depósito      | 681    | -138433
Depósito      | 546    | -137887
Saque         | 836    | -138723
Pagamento     | 738    | -139461
Pagamento     | 552    | -140013
Depósito      | 381    | -139632
Saque         | 385    | -140017
Pagamento     | 820    | -140837
Depósito      | 651    | -140186
Depósito      | 182    | -140004
Depósito      | 783    | -139221
Saque         | 305    | -139526
Depósito      | 674    | -138852
Saque         | 445    | -139297
Depósito      | 941    | -138356
Saque         | 389    | -138745
Saque         | 318    | -139063
Pagamento     | 472    | -139535
Saque         | 361    | -139896
Pagamento     | 466    | -140362
Pagamento     | 834    | -141196
Pagamento     | 410    | -141606
Depósito      | 283    | -141323
Pagamento     | 818    | -142141
Saque         | 886    | -143027
Saque         | 624    | -143651
Saque         | 914    | -144565
Pagamento     | 228    | -144793
Pagamento     | 584    | -145377
Saque         | 697    | -146074
Depósito      | 834    | -145240
Saque         | 823    | -146063
Saque         | 535    | -146598
Depósito      | 630    | -145968
Depósito      | 529    | -145439
Depósito      | 614    | -144825
Saque         | 723    | -145548
Saque         | 565    | -146113
Pagamento     | 484    | -146597
Depósito      | 706    | -145891
Saque         | 725    | -146616
Depósito      | 341    | -146275
Depósito      | 1127   | -145148
Depósito      | 594    | -144554
Saque         | 707    | -145261
Saque         | 864    | -146125
Pagamento     | 839    | -146964
Pagamento     | 589    | -147553
Saque         | 425    | -147978
Saque         | 687    | -148665
Saque         | 740    | -149405
Saque         | 331    | -149736
Depósito      | 566    | -149170
Depósito      | 290    | -148880
Saque         | 570    | -149450
Pagamento     | 498    | -149948
Pagamento     | 348    | -150296
Depósito      | 823    | -149473
Saque         | 436    | -149909
Pagamento     | 619    | -150528
Depósito      | 308    | -150220
Depósito      | 733    | -149487
Saque         | 429    | -149916
Saque         | 394    | -150310
Depósito      | 1065   | -149245
Pagamento     | 877    | -150122
Depósito      | 425    | -149697
Saque         | 231    | -149928
Depósito      | 851    | -149077
Saque         | 107    | -149184
Pagamento     | 353    | -149537
Saque         | 732    | -150269
Pagamento     | 853    | -151122
Depósito      | 761    | -150361
Pagamento     | 932    | -151293
Pagamento     | 446    | -151739
Saque         | 298    | -152037
Depósito      | 872    | -151165
Pagamento     | 34     | -151199
Depósito      | 963    | -150236
Pagamento     | 883    | -151119
Depósito      | 771    | -150348
Depósito      | 405    | -149943
Depósito      | 854    | -149089
Pagamento     | 638    | -149727
Depósito      | 613    | -149114
Saque         | 151    | -149265
Depósito      | 436    | -148829
Saque         | 576    | -149405
Pagamento     | 574    | -149979
Depósito      | 119    | -149860
Pagamento     | 1266   | -151126
Depósito      | 694    | -150432
Depósito      | 481    | -149951
Depósito      | 660    | -149291
Depósito      | 975    | -148316
Depósito      | 820    | -147496
Saque         | 964    | -148460
Saque         | 405    | -148865
Saque         | 721    | -149586
Depósito      | 372    | -149214
Saque         | 407    | -149621
Depósito      | 279    | -149342
Pagamento     | 808    | -150150
Saque         | 590    | -150740
Saque         | 514    | -151254
Saque         | 541    | -151795
Saque         | 523    | -152318
Pagamento     | 391    | -152709
Depósito      | 166    | -152543
Saque         | 437    | -152980
Pagamento     | 939    | -153919
Depósito      | 307    | -153612
Depósito      | 699    | -152913
Depósito      | 538    | -152375
Depósito      | 403    | -151972
Saque         | 1016   | -152988
Depósito      | 183    | -152805
Depósito      | 642    | -152163
Depósito      | 409    | -151754
Depósito      | 833    | -150921
Saque         | 121    | -151042
Saque         | 424    | -151466
Depósito      | 697    | -150769
Depósito      | 369    | -150400
Saque         | 647    | -151047
Depósito      | 888    | -150159
Pagamento     | 822    | -150981
Depósito      | 587    | -150394
Pagamento     | 812    | -151206
Depósito      | 314    | -150892
Saque         | 529    | -151421
Saque         | 860    | -152281
Depósito      | 773    | -151508
Depósito      | 277    | -151231
Depósito      | 669    | -150562
Pagamento     | 527    | -151089
Depósito      | 657    | -150432
Pagamento     | 842    | -151274
Depósito      | 609    | -150665
Saque         | 471    | -151136
Pagamento     | 931    | -152067
Depósito      | 860    | -151207
Depósito      | 555    | -150652
Depósito      | 419    | -150233
Saque         | 309    | -150542
Depósito      | 378    | -150164
Saque         | 475    | -150639
Saque         | 213    | -150852
Saque         | 630    | -151482
Depósito      | 502    | -150980
Depósito      | 704    | -150276
Saque         | 971    | -151247
Saque         | 651    | -151898
Pagamento     | 256    | -152154
Pagamento     | 744    | -152898
Saque         | 522    | -153420
Saque         | 534    | -153954
Pagamento     | 768    | -154722
Pagamento     | 506    | -155228
Depósito      | 832    | -154396
Saque         | 882    | -155278
Saque         | 614    | -155892
Pagamento     | 609    | -156501
Pagamento     | 903    | -157404
Depósito      | 450    | -156954
Saque         | 874    | -157828
Saque         | 658    | -158486
Saque         | 458    | -158944
Depósito      | 511    | -158433
Pagamento     | 1346   | -159779
Pagamento     | 694    | -160473
Saque         | 381    | -160854
Depósito      | 884    | -159970
Depósito      | 276    | -159694
Depósito      | 533    | -159161
----------------------------------------
Saldo Atual: -159161

Número da conta: 483
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
----------------------------------------
Pagamento     | 703    | -703
Pagamento     | 724    | -1427
Saque         | 434    | -1861
Depósito      | 565    | -1296
Saque         | 510    | -1806
Pagamento     | 886    | -2692
Pagamento     | 723    | -3415
Pagamento     | 711    | -4126
Depósito      | 580    | -3546
Depósito      | 652    | -2894
Saque         | 914    | -3808
Depósito      | 480    | -3328
Depósito      | 412    | -2916
Saque         | 714    | -3630
Depósito      | 716    | -2914
Depósito      | 647    | -2267
Depósito      | 473    | -1794
Depósito      | 377    | -1417
Depósito      | 810    | -607
Depósito      | 522    | -85
Saque         | 225    | -310
Depósito      | 492    | 182
Depósito      | 734    | 916
Saque         | 1201   | -285
Saque         | 819    | -1104
Depósito      | 803    | -301
Saque         | 735    | -1036
Pagamento     | 1023   | -2059
Depósito      | 446    | -1613
Depósito      | 1206   | -407
Depósito      | 607    | 200
Depósito      | 813    | 1013
Saque         | 725    | 288
Pagamento     | 618    | -330
Saque         | 372    | -702
Depósito      | 493    | -209
Depósito      | 795    | 586
Depósito      | 534    | 1120
Depósito      | 592    | 1712
Depósito      | 810    | 2522
Depósito      | 1047   | 3569
Pagamento     | 787    | 2782
Saque         | 717    | 2065
Depósito      | 522    | 2587
Depósito      | 565    | 3152
Saque         | 734    | 2418
Depósito      | 373    | 2791
Depósito      | 600    | 3391
Saque         | 445    | 2946
Depósito      | 574    | 3520
Saque         | 361    | 3159
Depósito      | 712    | 3871
Saque         | 469    | 3402
Depósito      | 1105   | 4507
Pagamento     | 592    | 3915
Pagamento     | 525    | 3390
Depósito      | 537    | 3927
Pagamento     | 836    | 3091
Pagamento     | 568    | 2523
Pagamento     | 906    | 1617
Depósito      | 487    | 2104
Saque         | 882    | 1222
Depósito      | 19     | 1241
Saque         | 455    | 786
Depósito      | 668    | 1454
Depósito      | 616    | 2070
Saque         | 995    | 1075
Depósito      | 632    | 1707
Pagamento     | 379    | 1328
Saque         | 547    | 781
Depósito      | 1378   | 2159
Depósito      | 526    | 2685
Depósito      | 575    | 3260
Depósito      | 785    | 4045
Pagamento     | 562    | 3483
Saque         | 626    | 2857
Pagamento     | 1051   | 1806
Depósito      | 327    | 2133
Saque         | 723    | 1410
Depósito      | 792    | 2202
Pagamento     | 404    | 1798
Pagamento     | 338    | 1460
Saque         | 510    | 950
Pagamento     | 560    | 390
Saque         | 632    | -242
Depósito      | 681    | 439
Pagamento     | 583    | -144
Saque         | 633    | -777
Pagamento     | 646    | -1423
Depósito      | 792    | -631
Depósito      | 832    | 201
Depósito      | 555    | 756
Depósito      | 877    | 1633
Pagamento     | 555    | 1078
Pagamento     | 724    | 354
Saque         | 988    | -634
Saque         | 691    | -1325
Depósito      | 718    | -607
Pagamento     | 787    | -1394
Pagamento     | 873    | -2267
Depósito      | 681    | -1586
Depósito      | 1022   | -564
Depósito      | 728    | 164
Pagamento     | 240    | -76
Saque         | 546    | -622
Saque         | 350    | -972
Pagamento     | 539    | -1511
Saque         | 828    | -2339
Saque         | 882    | -3221
Saque         | 769    | -3990
Depósito      | 931    | -3059
Depósito      | 220    | -2839
Saque         | 663    | -3502
Saque         | 971    | -4473
Saque         | 634    | -5107
Pagamento     | 302    | -5409
Saque         | 484    | -5893
Saque         | 603    | -6496
Pagamento     | 304    | -6800
Depósito      | 415    | -6385
Depósito      | 395    | -5990
Pagamento     | 379    | -6369
Saque         | 580    | -6949
Depósito      | 283    | -6666
Saque         | 544    | -7210
Depósito      | 899    | -6311
Depósito      | 790    | -5521
Saque         | 330    | -5851
Depósito      | 570    | -5281
Saque         | 730    | -6011
Depósito      | 827    | -5184
Pagamento     | 1092   | -6276
Pagamento     | 148    | -6424
Pagamento     | 610    | -7034
Depósito      | 672    | -6362
Depósito      | 335    | -6027
Pagamento     | 617    | -6644
Saque         | 753    | -7397
Pagamento     | 967    | -8364
Depósito      | 463    | -7901
Saque         | 634    | -8535
Pagamento     | 1050   | -9585
Saque         | 718    | -10303
Saque         | 688    | -10991
Pagamento     | 452    | -11443
Pagamento     | 683    | -12126
Pagamento     | 384    | -12510
Depósito      | 529    | -11981
Saque         | 1003   | -12984
Saque         | 452    | -13436
Pagamento     | 609    | -14045
Depósito      | 662    | -13383
Saque         | 1150   | -14533
Saque         | 397    | -14930
Pagamento     | 358    | -15288
Pagamento     | 480    | -15768
Pagamento     | 694    | -16462
Depósito      | 632    | -15830
Pagamento     | 587    | -16417
Pagamento     | 654    | -17071
Pagamento     | 930    | -18001
Saque         | 629    | -18630
Pagamento     | 954    | -19584
Pagamento     | 689    | -20273
Depósito      | 351    | -19922
Pagamento     | 572    | -20494
Saque         | 976    | -21470
Depósito      | 796    | -20674
Depósito      | 677    | -19997
Pagamento     | 610    | -20607
Saque         | 438    | -21045
Saque         | 770    | -21815
Depósito      | 607    | -21208
Depósito      | 506    | -20702
Depósito      | 1099   | -19603
Depósito      | 292    | -19311
Depósito      | 643    | -18668
Saque         | 1092   | -19760
Depósito      | 923    | -18837
Depósito      | 502    | -18335
Saque         | 910    | -19245
Depósito      | 612    | -18633
Depósito      | 438    | -18195
Pagamento     | 812    | -19007
Depósito      | 703    | -18304
Pagamento     | 513    | -18817
Depósito      | 898    | -17919
Depósito      | 565    | -17354
Saque         | 650    | -18004
Saque         | 439    | -18443
Saque         | 909    | -19352
Depósito      | 470    | -18882
Saque         | 424    | -19306
Depósito      | 714    | -18592
Saque         | 541    | -19133
Depósito      | 693    | -18440
Pagamento     | 710    | -19150
Saque         | 424    | -19574
Saque         | 387    | -19961
Depósito      | 453    | -19508
Saque         | 872    | -20380
Saque         | 496    | -20876
Depósito      | 737    | -20139
Saque         | 116    | -20255
Saque         | 480    | -20735
Depósito      | 811    | -19924
Pagamento     | 713    | -20637
Depósito      | 534    | -20103
Depósito      | 229    | -19874
Saque         | 631    | -20505
Depósito      | 401    | -20104
Depósito      | 545    | -19559
Depósito      | 595    | -18964
Depósito      | 876    | -18088
Saque         | 524    | -18612
Depósito      | 228    | -18384
Depósito      | 952    | -17432
Saque         | 404    | -17836
Depósito      | 691    | -17145
Depósito      | 262    | -16883
Depósito      | 527    | -16356
Saque         | 678    | -17034
Depósito      | 639    | -16395
Pagamento     | 921    | -17316
Depósito      | 336    | -16980
Saque         | 459    | -17439
Pagamento     | 305    | -17744
Saque         | 467    | -18211
Depósito      | 337    | -17874
Pagamento     | 55     | -17929
Depósito      | 509    | -17420
Saque         | 1078   | -18498
Saque         | 706    | -19204
Depósito      | 687    | -18517
Saque         | 514    | -19031
Depósito      | 267    | -18764
Pagamento     | 597    | -19361
Saque         | 545    | -19906
Saque         | 722    | -20628
Depósito      | 651    | -19977
Depósito      | 588    | -19389
Saque         | 847    | -20236
Depósito      | 814    | -19422
Saque         | 321    | -19743
Pagamento     | 648    | -20391
Pagamento     | 513    | -20904
Pagamento     | 649    | -21553
Saque         | 567    | -22120
Depósito      | 395    | -21725
Pagamento     | 579    | -22304
Saque         | 397    | -22701
Saque         | 797    | -23498
Saque         | 722    | -24220
Saque         | 302    | -24522
Saque         | 573    | -25095
Pagamento     | 772    | -25867
Saque         | 511    | -26378
Saque         | 1082   | -27460
Depósito      | 229    | -27231
Pagamento     | 939    | -28170
Saque         | 704    | -28874
Depósito      | 772    | -28102
Depósito      | 675    | -27427
Saque         | 435    | -27862
Depósito      | 566    | -27296
Depósito      | 785    | -26511
Saque         | 657    | -27168
Depósito      | 509    | -26659
Depósito      | 243    | -26416
Depósito      | 498    | -25918
Pagamento     | 774    | -26692
Depósito      | 614    | -26078
Pagamento     | 564    | -26642
Depósito      | 404    | -26238
Depósito      | 470    | -25768
Depósito      | 262    | -25506
Pagamento     | 711    | -26217
Depósito      | 605    | -25612
Depósito      | 1143   | -24469
Saque         | 691    | -25160
Depósito      | 632    | -24528
Pagamento     | 494    | -25022
Pagamento     | 474    | -25496
Pagamento     | 547    | -26043
Depósito      | 1185   | -24858
Depósito      | 1050   | -23808
Pagamento     | 1120   | -24928
Depósito      | 1330   | -23598
